event_slug,market_slug,question,over_volume,under_volume
nba-nyk-sas-2026-06-03-first-point,nba-nyk-sas-2026-06-03-first-point-mitchell-robinson,Mitchell Robinson,0.0,0.0
nba-nyk-sas-2026-06-03-first-point,nba-nyk-sas-2026-06-03-first-point-miles-mcbride,Miles McBride,1.91,99.0
nba-nyk-sas-2026-06-03-first-point,nba-nyk-sas-2026-06-03-first-point-guerschon-yabusele,Guerschon Yabusele,0.0,0.0
nba-nyk-sas-2026-06-03-first-point,nba-nyk-sas-2026-06-03-first-point-jordan-clarkson,Jordan Clarkson,1.94,99.0
nba-nyk-sas-2026-06-03-first-point,nba-nyk-sas-2026-06-03-first-point-landry-shamet,Landry Shamet,1.98,99.1
nba-nyk-sas-2026-06-03-first-point,nba-nyk-sas-2026-06-03-first-point-tyler-kolek,Tyler Kolek,0.0,0.0
nba-nyk-sas-2026-06-03-first-point,nba-nyk-sas-2026-06-03-first-point-pacome-dadiet,Pacome Dadiet,0.0,0.0
nba-nyk-sas-2026-06-03-first-point,nba-nyk-sas-2026-06-03-first-point-ariel-hukporti,Ariel Hukporti,0.0,0.0
nba-nyk-sas-2026-06-03-first-point,nba-nyk-sas-2026-06-03-first-point-victor-wembanyama,Victor Wembanyama,0.0,0.0
nba-nyk-sas-2026-06-03-first-point,nba-nyk-sas-2026-06-03-first-point-deaaron-fox,De'Aaron Fox,0.0,0.0
nba-nyk-sas-2026-06-03-first-point,nba-nyk-sas-2026-06-03-first-point-stephon-castle,Stephon Castle,0.0,0.0
nba-nyk-sas-2026-06-03-first-point,nba-nyk-sas-2026-06-03-first-point-dylan-harper,Dylan Harper,0.0,0.0
nba-nyk-sas-2026-06-03-first-point,nba-nyk-sas-2026-06-03-first-point-devin-vassell,Devin Vassell,0.0,0.0
nba-nyk-sas-2026-06-03-first-point,nba-nyk-sas-2026-06-03-first-point-harrison-barnes,Harrison Barnes,0.0,0.0
nba-nyk-sas-2026-06-03-first-point,nba-nyk-sas-2026-06-03-first-point-jeremy-sochan,Jeremy Sochan,0.0,0.0
nba-nyk-sas-2026-06-03-first-point,nba-nyk-sas-2026-06-03-first-point-keldon-johnson,Keldon Johnson,0.0,0.0
nba-nyk-sas-2026-06-03-first-point,nba-nyk-sas-2026-06-03-first-point-julian-champagnie,Julian Champagnie,0.0,0.0
nba-nyk-sas-2026-06-03-first-point,nba-nyk-sas-2026-06-03-first-point-luke-kornet,Luke Kornet,0.0,0.0
nba-nyk-sas-2026-06-03-first-point,nba-nyk-sas-2026-06-03-first-point-kelly-olynyk,Kelly Olynyk,0.0,0.0
nba-nyk-sas-2026-06-03-first-point,nba-nyk-sas-2026-06-03-first-point-carter-bryant,Carter Bryant,0.0,0.0
nba-nyk-sas-2026-06-03-first-point,nba-nyk-sas-2026-06-03-first-point-charles-bassey,Charles Bassey,0.0,0.0
nba-nyk-sas-2026-06-03-first-point,nba-nyk-sas-2026-06-03-first-point-bismack-biyombo,Bismack Biyombo,0.0,0.0
nba-nyk-sas-2026-06-03-first-point,nba-nyk-sas-2026-06-03-first-point-other,Other,0.0,0.0
nba-finals-any-player-to-record-a-triple-double-20260603040457444,nba-finals-any-player-to-record-a-triple-double-20260603040457444,NBA Finals: Any Player to Record a Triple-Double?,58.9,341.16
nba-finals-wemby-to-record-20-rebounds-in-a-game,nba-finals-wemby-to-record-20-rebounds-in-a-game,NBA Finals: Wemby to Record 20+ Rebounds in a Game?,739.43,5403.59
nba-finals-player-to-record-50-points-in-a-single-game-20260603023418793,will-josh-hart-score-50-points-in-any-game-of-the-2026-nba-finals-20260603023421893,Will Josh Hart score 50+ points in any game of the 2026 NBA Finals?,0.0,1484.08
nba-finals-player-to-record-50-points-in-a-single-game-20260603023418793,will-jalen-brunson-score-50-points-in-any-game-of-the-2026-nba-finals-20260603023421894,Will Jalen Brunson score 50+ points in any game of the 2026 NBA Finals?,29.85,757.58
nba-finals-player-to-record-50-points-in-a-single-game-20260603023418793,will-karl-anthony-towns-score-50-points-in-any-game-of-the-2026-nba-finals-20260603023421895,Will Karl-Anthony Towns score 50+ points in any game of the 2026 NBA Finals?,4.83,416.86
nba-finals-player-to-record-50-points-in-a-single-game-20260603023418793,will-mikal-bridges-score-50-points-in-any-game-of-the-2026-nba-finals-20260603023421896,Will Mikal Bridges score 50+ points in any game of the 2026 NBA Finals?,0.05,994.98
nba-finals-player-to-record-50-points-in-a-single-game-20260603023418793,will-og-anunoby-score-50-points-in-any-game-of-the-2026-nba-finals-20260603023421897,Will OG Anunoby score 50+ points in any game of the 2026 NBA Finals?,0.44,622.87
nba-finals-player-to-record-50-points-in-a-single-game-20260603023418793,will-victor-wembanyama-score-50-points-in-any-game-of-the-2026-nba-finals-20260603023421898,Will Victor Wembanyama score 50+ points in any game of the 2026 NBA Finals?,100.21,1003.65
nba-finals-player-to-record-50-points-in-a-single-game-20260603023418793,will-stephon-castle-score-50-points-in-any-game-of-the-2026-nba-finals-20260603023421899,Will Stephon Castle score 50+ points in any game of the 2026 NBA Finals?,0.27,643.41
nba-finals-player-to-record-50-points-in-a-single-game-20260603023418793,will-deaaron-fox-score-50-points-in-any-game-of-the-2026-nba-finals-20260603023421900,Will De'Aaron Fox score 50+ points in any game of the 2026 NBA Finals?,0.0,691.0
nba-finals-player-to-record-50-points-in-a-single-game-20260603023418793,will-devin-vassell-score-50-points-in-any-game-of-the-2026-nba-finals-20260603023421901,Will Devin Vassell score 50+ points in any game of the 2026 NBA Finals?,0.48,688.84
nba-finals-player-to-record-50-points-in-a-single-game-20260603023418793,will-julian-champagnie-score-50-points-in-any-game-of-the-2026-nba-finals-20260603023421902,Will Julian Champagnie score 50+ points in any game of the 2026 NBA Finals?,0.01,502.85
nba-finals-player-to-record-50-points-in-a-single-game-20260603023418793,will-dylan-harper-score-50-points-in-any-game-of-the-2026-nba-finals-20260603023421903,Will Dylan Harper score 50+ points in any game of the 2026 NBA Finals?,0.16,974.9
nba-finals-player-to-record-50-points-in-a-single-game-20260603023418793,will-landry-shamet-score-50-points-in-any-game-of-the-2026-nba-finals-20260603023421904,Will Landry Shamet score 50+ points in any game of the 2026 NBA Finals?,0.31,941.07
nba-finals-player-to-record-50-points-in-a-single-game-20260603023418793,will-harrison-barnes-score-50-points-in-any-game-of-the-2026-nba-finals-20260603023421905,Will Harrison Barnes score 50+ points in any game of the 2026 NBA Finals?,0.11,1051.01
nba-finals-player-to-record-50-points-in-a-single-game-20260603023418793,will-carter-bryant-score-50-points-in-any-game-of-the-2026-nba-finals-20260603023421906,Will Carter Bryant score 50+ points in any game of the 2026 NBA Finals?,0.0,675.53
nba-finals-player-to-record-50-points-in-a-single-game-20260603023418793,will-jose-alvarado-score-50-points-in-any-game-of-the-2026-nba-finals-20260603023421907,Will Jose Alvarado score 50+ points in any game of the 2026 NBA Finals?,0.1,1091.08
nba-finals-player-to-record-50-points-in-a-single-game-20260603023418793,will-keldon-johnson-score-50-points-in-any-game-of-the-2026-nba-finals-20260603023421908,Will Keldon Johnson score 50+ points in any game of the 2026 NBA Finals?,0.09,1057.96
nba-finals-player-to-record-50-points-in-a-single-game-20260603023418793,will-luke-kornet-score-50-points-in-any-game-of-the-2026-nba-finals-20260603023421909,Will Luke Kornet score 50+ points in any game of the 2026 NBA Finals?,0.2,1015.95
nba-finals-player-to-record-50-points-in-a-single-game-20260603023418793,will-miles-mcbride-score-50-points-in-any-game-of-the-2026-nba-finals-20260603023421910,Will Miles McBride score 50+ points in any game of the 2026 NBA Finals?,0.17,570.06
nba-finals-player-to-record-50-points-in-a-single-game-20260603023418793,will-mitchell-robinson-score-50-points-in-any-game-of-the-2026-nba-finals-20260603023421911,Will Mitchell Robinson score 50+ points in any game of the 2026 NBA Finals?,0.84,1146.18
nba-finals-player-to-record-50-points-in-a-single-game-20260603023418793,will-jordan-clarkson-score-50-points-in-any-game-of-the-2026-nba-finals-20260603023421912,Will Jordan Clarkson score 50+ points in any game of the 2026 NBA Finals?,0.12,1439.66
nba-finals-player-to-record-40-points-in-a-single-game-20260603023157726,will-josh-hart-score-40-points-in-any-game-of-the-2026-nba-finals-20260603023200571,Will Josh Hart score 40+ points in any game of the 2026 NBA Finals?,0.0,956.73
nba-finals-player-to-record-40-points-in-a-single-game-20260603023157726,will-jalen-brunson-score-40-points-in-any-game-of-the-2026-nba-finals-20260603023200572,Will Jalen Brunson score 40+ points in any game of the 2026 NBA Finals?,171.48,22.0
nba-finals-player-to-record-40-points-in-a-single-game-20260603023157726,will-karl-anthony-towns-score-40-points-in-any-game-of-the-2026-nba-finals-20260603023200573,Will Karl-Anthony Towns score 40+ points in any game of the 2026 NBA Finals?,6.47,348.48
nba-finals-player-to-record-40-points-in-a-single-game-20260603023157726,will-mikal-bridges-score-40-points-in-any-game-of-the-2026-nba-finals-20260603023200574,Will Mikal Bridges score 40+ points in any game of the 2026 NBA Finals?,0.59,682.44
nba-finals-player-to-record-40-points-in-a-single-game-20260603023157726,will-og-anunoby-score-40-points-in-any-game-of-the-2026-nba-finals-20260603023200575,Will OG Anunoby score 40+ points in any game of the 2026 NBA Finals?,0.01,578.43
nba-finals-player-to-record-40-points-in-a-single-game-20260603023157726,will-victor-wembanyama-score-40-points-in-any-game-of-the-2026-nba-finals-20260603023200576,Will Victor Wembanyama score 40+ points in any game of the 2026 NBA Finals?,0.0,320.97
nba-finals-player-to-record-40-points-in-a-single-game-20260603023157726,will-stephon-castle-score-40-points-in-any-game-of-the-2026-nba-finals-20260603023200577,Will Stephon Castle score 40+ points in any game of the 2026 NBA Finals?,0.0,417.23
nba-finals-player-to-record-40-points-in-a-single-game-20260603023157726,will-deaaron-fox-score-40-points-in-any-game-of-the-2026-nba-finals-20260603023200578,Will De'Aaron Fox score 40+ points in any game of the 2026 NBA Finals?,0.0,178.18
nba-finals-player-to-record-40-points-in-a-single-game-20260603023157726,will-devin-vassell-score-40-points-in-any-game-of-the-2026-nba-finals-20260603023200579,Will Devin Vassell score 40+ points in any game of the 2026 NBA Finals?,0.07,246.18
nba-finals-player-to-record-40-points-in-a-single-game-20260603023157726,will-julian-champagnie-score-40-points-in-any-game-of-the-2026-nba-finals-20260603023200580,Will Julian Champagnie score 40+ points in any game of the 2026 NBA Finals?,0.24,281.43
nba-finals-player-to-record-40-points-in-a-single-game-20260603023157726,will-dylan-harper-score-40-points-in-any-game-of-the-2026-nba-finals-20260603023200581,Will Dylan Harper score 40+ points in any game of the 2026 NBA Finals?,0.03,708.51
nba-finals-player-to-record-40-points-in-a-single-game-20260603023157726,will-landry-shamet-score-40-points-in-any-game-of-the-2026-nba-finals-20260603023200582,Will Landry Shamet score 40+ points in any game of the 2026 NBA Finals?,0.08,1139.99
nba-finals-player-to-record-40-points-in-a-single-game-20260603023157726,will-harrison-barnes-score-40-points-in-any-game-of-the-2026-nba-finals-20260603023200583,Will Harrison Barnes score 40+ points in any game of the 2026 NBA Finals?,0.22,1330.12
nba-finals-player-to-record-40-points-in-a-single-game-20260603023157726,will-carter-bryant-score-40-points-in-any-game-of-the-2026-nba-finals-20260603023200584,Will Carter Bryant score 40+ points in any game of the 2026 NBA Finals?,1.02,854.73
nba-finals-player-to-record-40-points-in-a-single-game-20260603023157726,will-jose-alvarado-score-40-points-in-any-game-of-the-2026-nba-finals-20260603023200585,Will Jose Alvarado score 40+ points in any game of the 2026 NBA Finals?,0.64,449.57
nba-finals-player-to-record-40-points-in-a-single-game-20260603023157726,will-keldon-johnson-score-40-points-in-any-game-of-the-2026-nba-finals-20260603023200586,Will Keldon Johnson score 40+ points in any game of the 2026 NBA Finals?,0.0,519.61
nba-finals-player-to-record-40-points-in-a-single-game-20260603023157726,will-luke-kornet-score-40-points-in-any-game-of-the-2026-nba-finals-20260603023200587,Will Luke Kornet score 40+ points in any game of the 2026 NBA Finals?,0.01,1120.93
nba-finals-player-to-record-40-points-in-a-single-game-20260603023157726,will-miles-mcbride-score-40-points-in-any-game-of-the-2026-nba-finals-20260603023200588,Will Miles McBride score 40+ points in any game of the 2026 NBA Finals?,0.0,469.21
nba-finals-player-to-record-40-points-in-a-single-game-20260603023157726,will-mitchell-robinson-score-40-points-in-any-game-of-the-2026-nba-finals-20260603023200589,Will Mitchell Robinson score 40+ points in any game of the 2026 NBA Finals?,1.32,1106.4
nba-finals-player-to-record-40-points-in-a-single-game-20260603023157726,will-jordan-clarkson-score-40-points-in-any-game-of-the-2026-nba-finals-20260603023200590,Will Jordan Clarkson score 40+ points in any game of the 2026 NBA Finals?,0.48,1182.31
lebron-james-10-point-streak-broken-this-season,lebron-james-10-point-streak-broken-this-season,LeBron 10+ point streak broken this season?,12673.61,725.5
nba-2025-26-spg-leader,nba-2025-26-spg-leader-dyson-daniels,Will Dyson Daniels lead the NBA in steals during the 2025–26 NBA season?,970.68,145511.69
nba-2025-26-spg-leader,nba-2025-26-spg-leader-ausar-thompson,Will Ausar Thompson lead the NBA in steals during the 2025–26 NBA season?,9761.85,5833.83
nba-2025-26-spg-leader,nba-2025-26-spg-leader-amen-thompson,Will Amen Thompson lead the NBA in steals during the 2025–26 NBA season?,8.0,3113.16
nba-2025-26-spg-leader,nba-2025-26-spg-leader-shai-gilgeous-alexander,Will Shai Gilgeous-Alexander lead the NBA in steals during the 2025–26 NBA season?,74.13,26118.83
nba-2025-26-spg-leader,nba-2025-26-spg-leader-cason-wallace,Will Cason Wallace lead the NBA in steals during the 2025–26 NBA season?,1840.7,23770.06
nba-2025-26-spg-leader,nba-2025-26-spg-leader-herbert-jones,Will Herbert Jones lead the NBA in steals during the 2025–26 NBA season?,22.47,3662.42
nba-2025-26-spg-leader,nba-2025-26-spg-leader-alex-caruso,Will Alex Caruso lead the NBA in steals during the 2025–26 NBA season?,20.83,7706.97
nba-2025-26-spg-leader,nba-2025-26-spg-leader-luka-doncic,Will Luka Doncic lead the NBA in steals during the 2025–26 NBA season?,15.35,3360.18
nba-2025-26-spg-leader,nba-2025-26-spg-leader-toumani-camara,Will Toumani Camara lead the NBA in steals during the 2025–26 NBA season?,47.18,12428.61
nba-2025-26-spg-leader,nba-2025-26-spg-leader-nikola-jokic,Will Nikola Jokic lead the NBA in steals during the 2025–26 NBA season?,281.93,27863.44
nba-2025-26-spg-leader,nba-2025-26-spg-leader-jalen-williams,Will Jalen Williams lead the NBA in steals during the 2025–26 NBA season?,23.75,9843.19
nba-2025-26-spg-leader,nba-2025-26-spg-leader-matisse-thybulle,Will Matisse Thybulle lead the NBA in steals during the 2025–26 NBA season?,24.58,3100.65
nba-2025-26-spg-leader,nba-2025-26-spg-leader-de-aaron-fox,Will De'Aaron Fox lead the NBA in steals during the 2025–26 NBA season?,52.86,33973.25
nba-2025-26-spg-leader,nba-2025-26-spg-leader-tyrese-maxey,Will Tyrese Maxey lead the NBA in steals during the 2025–26 NBA season?,931.58,5129.92
nba-2025-26-spg-leader,nba-2025-26-spg-leader-tari-eason,Will Tari Eason lead the NBA in steals during the 2025–26 NBA season?,16.12,1157.28
nba-2025-26-spg-leader,nba-2025-26-spg-leader-kawhi-leonard,Will Kawhi Leonard lead the NBA in steals during the 2025–26 NBA season?,342.14,4256.43
nba-2025-26-spg-leader,nba-2025-26-spg-leader-kris-dunn,Will Kris Dunn lead the NBA in steals during the 2025–26 NBA season?,9.67,5361.9
nba-2025-26-spg-leader,nba-2025-26-spg-leader-jimmy-butler,Will Jimmy Butler lead the NBA in steals during the 2025–26 NBA season?,8.67,1805.22
nba-2025-26-spg-leader,nba-2025-26-spg-leader-keon-ellis,Will Keon Ellis lead the NBA in steals during the 2025–26 NBA season?,2.13,1969.01
nba-2025-26-spg-leader,nba-2025-26-spg-leader-victor-wembanyama,Will Victor Wembanyama lead the NBA in steals during the 2025–26 NBA season?,5.61,2326.81
nba-2025-26-spg-leader,nba-2025-26-spg-leader-og-anunoby,Will OG Anunoby lead the NBA in steals during the 2025–26 NBA season?,18.37,2360.17
nba-2025-26-spg-leader,nba-2025-26-spg-leader-jaden-mcdaniels,Will Jaden McDaniels lead the NBA in steals during the 2025–26 NBA season?,6.58,1674.58
nba-2025-26-spg-leader,nba-2025-26-spg-leader-andrew-nembhard,Will Andrew Nembhard lead the NBA in steals during the 2025–26 NBA season?,8.45,1952.35
nba-2025-26-spg-leader,nba-2025-26-spg-leader-jalen-suggs,Will Jalen Suggs lead the NBA in steals during the 2025–26 NBA season?,45.82,3435.42
nba-2025-26-spg-leader,nba-2025-26-spg-leader-paul-george,Will Paul George lead the NBA in steals during the 2025–26 NBA season?,7.68,2313.84
nba-2025-26-spg-leader,nba-2025-26-spg-leader-draymond-green,Will Draymond Green lead the NBA in steals during the 2025–26 NBA season?,3.75,3590.39
nba-2025-26-spg-leader,nba-2025-26-spg-leader-josh-hart,Will Josh Hart lead the NBA in steals during the 2025–26 NBA season?,3.96,2021.0
nba-2025-26-spg-leader,nba-2025-26-spg-leader-anthony-edwards,Will Anthony Edwards lead the NBA in steals during the 2025–26 NBA season?,2.03,1722.84
nba-2025-26-spg-leader,nba-2025-26-spg-leader-james-harden,Will James Harden lead the NBA in steals during the 2025–26 NBA season?,7.21,1427.49
nba-2025-26-spg-leader,nba-2025-26-spg-leader-luguentz-dort,Will Luguentz Dort lead the NBA in steals during the 2025–26 NBA season?,5.2,1664.72
nba-2025-26-spg-leader,nba-2025-26-spg-leader-t-j-mcconnell,Will T.J. McConnell lead the NBA in steals during the 2025–26 NBA season?,2.46,2006.05
nba-2025-26-spg-leader,nba-2025-26-spg-leader-lamelo-ball,Will LaMelo Ball lead the NBA in steals during the 2025–26 NBA season?,4.5,2293.88
nba-2025-26-spg-leader,nba-2025-26-spg-leader-jordan-poole,Will Jordan Poole lead the NBA in steals during the 2025–26 NBA season?,2.0,2485.36
nba-2025-26-spg-leader,nba-2025-26-spg-leader-scottie-barnes,Will Scottie Barnes lead the NBA in steals during the 2025–26 NBA season?,4.83,1909.05
nba-2025-26-spg-leader,nba-2025-26-spg-leader-mikal-bridges,Will Mikal Bridges lead the NBA in steals during the 2025–26 NBA season?,49.67,9710.64
nba-2025-26-spg-leader,nba-2025-26-spg-leader-kelly-oubre-jr,Will Kelly Oubre Jr. lead the NBA in steals during the 2025–26 NBA season?,72.66,15786.81
nba-2025-26-spg-leader,nba-2025-26-spg-leader-jaren-jackson-jr,Will Jaren Jackson Jr. lead the NBA in steals during the 2025–26 NBA season?,7.1,3129.93
nba-2025-26-spg-leader,nba-2025-26-spg-leader-franz-wagner,Will Franz Wagner lead the NBA in steals during the 2025–26 NBA season?,2.51,1445.21
nba-2025-26-spg-leader,nba-2025-26-spg-leader-paolo-banchero,Will Paolo Banchero lead the NBA in steals during the 2025–26 NBA season?,19.35,4932.93
nba-2025-26-spg-leader,nba-2025-26-spg-leader-anthony-davis,Will Anthony Davis lead the NBA in steals during the 2025–26 NBA season?,4.53,4177.64
nba-2025-26-spg-leader,nba-2025-26-spg-leader-lonzo-ball,Will Lonzo Ball lead the NBA in steals during the 2025–26 NBA season?,62.64,7028.28
nba-2025-26-spg-leader,nba-2025-26-spg-leader-bam-adebayo,Will Bam Adebayo lead the NBA in steals during the 2025–26 NBA season?,3.59,1952.69
nba-2025-26-spg-leader,nba-2025-26-spg-leader-reed-sheppard,Will Reed Sheppard lead the NBA in steals during the 2025–26 NBA season?,12.66,3497.08
nba-2025-26-spg-leader,nba-2025-26-spg-leader-player-0,Will Player 1 lead the NBA in steals during the 2025–26 NBA season?,0.0,0.0
nba-2025-26-spg-leader,nba-2025-26-spg-leader-player-1,Will Player 2 lead the NBA in steals during the 2025–26 NBA season?,0.0,0.0
nba-2025-26-spg-leader,nba-2025-26-spg-leader-player-2,Will Player 3 lead the NBA in steals during the 2025–26 NBA season?,0.0,0.0
nba-2025-26-spg-leader,nba-2025-26-spg-leader-player-3,Will Player 4 lead the NBA in steals during the 2025–26 NBA season?,0.0,0.0
nba-2025-26-spg-leader,nba-2025-26-spg-leader-player-4,Will Player 5 lead the NBA in steals during the 2025–26 NBA season?,0.0,0.0
nba-2025-26-spg-leader,nba-2025-26-spg-leader-player-5,Will Player 6 lead the NBA in steals during the 2025–26 NBA season?,0.0,0.0
nba-2025-26-spg-leader,nba-2025-26-spg-leader-player-6,Will Player 7 lead the NBA in steals during the 2025–26 NBA season?,0.0,0.0
nba-2025-26-spg-leader,nba-2025-26-spg-leader-player-7,Will Player 8 lead the NBA in steals during the 2025–26 NBA season?,0.0,0.0
nba-2025-26-spg-leader,nba-2025-26-spg-leader-player-8,Will Player 9 lead the NBA in steals during the 2025–26 NBA season?,0.0,0.0
nba-2025-26-spg-leader,nba-2025-26-spg-leader-player-9,Will Player 10 lead the NBA in steals during the 2025–26 NBA season?,0.0,0.0
nba-2025-26-spg-leader,nba-2025-26-spg-leader-player-10,Will Player 11 lead the NBA in steals during the 2025–26 NBA season?,0.0,0.0
nba-2025-26-spg-leader,nba-2025-26-spg-leader-player-11,Will Player 12 lead the NBA in steals during the 2025–26 NBA season?,0.0,0.0
nba-2025-26-spg-leader,nba-2025-26-spg-leader-player-12,Will Player 13 lead the NBA in steals during the 2025–26 NBA season?,0.0,0.0
nba-2025-26-spg-leader,nba-2025-26-spg-leader-player-13,Will Player 14 lead the NBA in steals during the 2025–26 NBA season?,0.0,0.0
nba-2025-26-spg-leader,nba-2025-26-spg-leader-player-14,Will Player 15 lead the NBA in steals during the 2025–26 NBA season?,0.0,0.0
nba-2025-26-spg-leader,nba-2025-26-spg-leader-player-15,Will Player 16 lead the NBA in steals during the 2025–26 NBA season?,0.0,0.0
nba-2025-26-spg-leader,nba-2025-26-spg-leader-player-16,Will Player 17 lead the NBA in steals during the 2025–26 NBA season?,0.0,0.0
nba-2025-26-spg-leader,nba-2025-26-spg-leader-player-17,Will Player 18 lead the NBA in steals during the 2025–26 NBA season?,0.0,0.0
nba-2025-26-spg-leader,nba-2025-26-spg-leader-player-18,Will Player 19 lead the NBA in steals during the 2025–26 NBA season?,0.0,0.0
nba-2025-26-spg-leader,nba-2025-26-spg-leader-player-19,Will Player 20 lead the NBA in steals during the 2025–26 NBA season?,0.0,0.0
nba-2025-26-spg-leader,nba-2025-26-spg-leader-player-20,Will Player 21 lead the NBA in steals during the 2025–26 NBA season?,0.0,0.0
nba-2025-26-spg-leader,nba-2025-26-spg-leader-player-21,Will Player 22 lead the NBA in steals during the 2025–26 NBA season?,0.0,0.0
nba-2025-26-spg-leader,nba-2025-26-spg-leader-player-22,Will Player 23 lead the NBA in steals during the 2025–26 NBA season?,0.0,0.0
nba-2025-26-spg-leader,nba-2025-26-spg-leader-player-23,Will Player 24 lead the NBA in steals during the 2025–26 NBA season?,0.0,0.0
nba-2025-26-spg-leader,nba-2025-26-spg-leader-player-24,Will Player 25 lead the NBA in steals during the 2025–26 NBA season?,0.0,0.0
nba-2025-26-spg-leader,nba-2025-26-spg-leader-other,Will Other lead the NBA in steals during the 2025–26 NBA season?,0.0,0.0
nba-2025-26-bpg-leader,nba-2025-26-bpg-leader-victor-wembanyama,Will Victor Wembanyama lead the NBA in blocks during the 2025–26 NBA season?,38711.74,34047.65
nba-2025-26-bpg-leader,nba-2025-26-bpg-leader-walker-kessler,Will Walker Kessler lead the NBA in blocks during the 2025–26 NBA season?,46.76,13514.42
nba-2025-26-bpg-leader,nba-2025-26-bpg-leader-chet-holmgren,Will Chet Holmgren lead the NBA in blocks during the 2025–26 NBA season?,133.89,104876.71
nba-2025-26-bpg-leader,nba-2025-26-bpg-leader-anthony-davis,Will Anthony Davis lead the NBA in blocks during the 2025–26 NBA season?,14.12,11601.27
nba-2025-26-bpg-leader,nba-2025-26-bpg-leader-donovan-clingan,Will Donovan Clingan lead the NBA in blocks during the 2025–26 NBA season?,32.69,70276.62
nba-2025-26-bpg-leader,nba-2025-26-bpg-leader-jaren-jackson-jr,Will Jaren Jackson Jr. lead the NBA in blocks during the 2025–26 NBA season?,16.72,10400.84
nba-2025-26-bpg-leader,nba-2025-26-bpg-leader-myles-turner,Will Myles Turner lead the NBA in blocks during the 2025–26 NBA season?,143.09,21426.75
nba-2025-26-bpg-leader,nba-2025-26-bpg-leader-rudy-gobert,Will Rudy Gobert lead the NBA in blocks during the 2025–26 NBA season?,16.6,4938.36
nba-2025-26-bpg-leader,nba-2025-26-bpg-leader-mitchell-robinson,Will Mitchell Robinson lead the NBA in blocks during the 2025–26 NBA season?,6.09,3132.17
nba-2025-26-bpg-leader,nba-2025-26-bpg-leader-alexandre-sarr,Will Alexandre Sarr lead the NBA in blocks during the 2025–26 NBA season?,330.93,12487.73
nba-2025-26-bpg-leader,nba-2025-26-bpg-leader-daniel-gafford,Will Daniel Gafford lead the NBA in blocks during the 2025–26 NBA season?,8.59,2066.25
nba-2025-26-bpg-leader,nba-2025-26-bpg-leader-evan-mobley,Will Evan Mobley lead the NBA in blocks during the 2025–26 NBA season?,67.55,9396.92
nba-2025-26-bpg-leader,nba-2025-26-bpg-leader-kristaps-porzingis,Will Kristaps Porzingis lead the NBA in blocks during the 2025–26 NBA season?,14.99,6905.35
nba-2025-26-bpg-leader,nba-2025-26-bpg-leader-ivica-zubac,Will Ivica Zubac lead the NBA in blocks during the 2025–26 NBA season?,6.53,1973.99
nba-2025-26-bpg-leader,nba-2025-26-bpg-leader-deandre-ayton,Will Deandre Ayton lead the NBA in blocks during the 2025–26 NBA season?,8.05,2417.53
nba-2025-26-bpg-leader,nba-2025-26-bpg-leader-joel-embiid,Will Joel Embiid lead the NBA in blocks during the 2025–26 NBA season?,38.67,4600.57
nba-2025-26-bpg-leader,nba-2025-26-bpg-leader-yves-missi,Will Yves Missi lead the NBA in blocks during the 2025–26 NBA season?,6.91,2133.42
nba-2025-26-bpg-leader,nba-2025-26-bpg-leader-amen-thompson,Will Amen Thompson lead the NBA in blocks during the 2025–26 NBA season?,11.0,3701.11
nba-2025-26-bpg-leader,nba-2025-26-bpg-leader-nic-claxton,Will Nic Claxton lead the NBA in blocks during the 2025–26 NBA season?,7.31,2391.83
nba-2025-26-bpg-leader,nba-2025-26-bpg-leader-jay-huff,Will Jay Huff lead the NBA in blocks during the 2025–26 NBA season?,491.51,7959.62
nba-2025-26-bpg-leader,nba-2025-26-bpg-leader-dereck-lively,Will Dereck Lively lead the NBA in blocks during the 2025–26 NBA season?,77.3,41854.62
nba-2025-26-bpg-leader,nba-2025-26-bpg-leader-mark-williams,Will Mark Williams lead the NBA in blocks during the 2025–26 NBA season?,8.73,10575.27
nba-2025-26-bpg-leader,nba-2025-26-bpg-leader-jalen-duren,Will Jalen Duren lead the NBA in blocks during the 2025–26 NBA season?,5.8,2092.13
nba-2025-26-bpg-leader,nba-2025-26-bpg-leader-luke-kornet,Will Luke Kornet lead the NBA in blocks during the 2025–26 NBA season?,13.47,12340.08
nba-2025-26-bpg-leader,nba-2025-26-bpg-leader-jakob-poeltl,Will Jakob Poeltl lead the NBA in blocks during the 2025–26 NBA season?,17.42,5241.67
nba-2025-26-bpg-leader,nba-2025-26-bpg-leader-jarrett-allen,Will Jarrett Allen lead the NBA in blocks during the 2025–26 NBA season?,6.1,2402.31
nba-2025-26-bpg-leader,nba-2025-26-bpg-leader-draymond-green,Will Draymond Green lead the NBA in blocks during the 2025–26 NBA season?,12.94,5451.05
nba-2025-26-bpg-leader,nba-2025-26-bpg-leader-bam-adebayo,Will Bam Adebayo lead the NBA in blocks during the 2025–26 NBA season?,6.74,2194.3
nba-2025-26-bpg-leader,nba-2025-26-bpg-leader-isaiah-hartenstein,Will Isaiah Hartenstein lead the NBA in blocks during the 2025–26 NBA season?,6.68,1969.52
nba-2025-26-bpg-leader,nba-2025-26-bpg-leader-kel-el-ware,Will Kel'el Ware lead the NBA in blocks during the 2025–26 NBA season?,9.28,3219.86
